pc_brand,pc_model,elt_condition,elt_warranty,desktop_screen_size,pc_cpu,pc_ram,pc_vga,pc_drive_capacity,elt_origin,usage_information,classify,price
HP,Compaq,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core 2 Duo,2 GB,,320 GB,Đang cập nhật,In trên bao bì,laptop,400.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,12.500.000 đ
Asus,K Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,1.700.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Ryzen 7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,laptop,14.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,4.600.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,2.800.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),1 tháng,17 - 18.9 inch,Intel Xeon,> 32GB,NVIDIA,1 TB,Mỹ,In trên bao bì,laptop,17.500.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,512 GB,Đang cập nhật,In trên bao bì,laptop,7.000.000 đ
HP,ProBook,Mới,1 tháng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,2.900.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,laptop,5.600.000 đ
Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),7-12 tháng,,,8 GB,,256 GB,Việt Nam,In trên bao bì,laptop,21.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,2.800.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Ryzen 7,16 GB,AMD,256 GB,Nhật Bản,In trên bao bì,laptop,11.000.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,12.990.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i7,32 GB,Khác,512 GB,Đang cập nhật,In trên bao bì,laptop,26.000.000 đ
Acer,Nitro 5,Mới,Hết bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,15.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i7,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,laptop,4.000.000 đ
Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),Hết bảo hành,,,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,20.000.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,laptop,14.900.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,8.900.000 đ
Dell,XPS,Mới,3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,7.900.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,4 GB,Khác,,Mỹ,In trên bao bì,laptop,3.500.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,2.000.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,13.990.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Khác,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,15.200.000 đ
Microsoft,Surface Pro 3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,1.500.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Khác,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,laptop,13.900.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,13.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,8 GB,AMD,256 GB,Mỹ,In trên bao bì,laptop,5.600.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i7,6 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,laptop,5.000.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,2.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i5,16 GB,,256 GB,Việt Nam,In trên bao bì,laptop,16.500.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,32 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,19.500.000 đ
Lenovo,Legion Y Series,Mới,Còn bảo hành,15 - 16.9 inch,Intel Core i9,32 GB,NVIDIA,1 TB,Mỹ,In trên bao bì,laptop,58.990.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,,Đang cập nhật,In trên bao bì,laptop,4.450.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i9,16 GB,AMD,1 TB,Mỹ,In trên bao bì,laptop,17.900.000 đ
HP,Pavilion,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,16 GB,AMD,128 GB,Nhật Bản,In trên bao bì,laptop,7.300.000 đ
MSI,GF Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,11.490.000 đ
Dell,Precision Mobile Workstations,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i7,32 GB,Onboard,512 GB,Đang cập nhật,In trên bao bì,laptop,25.000.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,3.500.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,8 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,8.490.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,7.700.000 đ
Acer,Predator,Mới,Bảo hành hãng,,,,,,Việt Nam,In trên bao bì,laptop,23.600.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Mỹ,In trên bao bì,laptop,9.990.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,4.200.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,laptop,12.900.000 đ
MSI,Modern Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,8.500.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i3,6 GB,Khác,500 GB,Nhật Bản,In trên bao bì,laptop,1.200.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i9,> 32GB,Khác,1 TB,Đang cập nhật,In trên bao bì,laptop,25.000.000 đ
Microsoft,Surface Pro 6,Đã sử dụng (chưa sửa chữa),Còn bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,laptop,3.499.000 đ
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,16.700.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,5.300.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,laptop,9.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,3.900.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),1 tháng,17 - 18.9 inch,Intel Core i7,8 GB,AMD,128 GB,Đang cập nhật,In trên bao bì,laptop,5.000.000 đ
HP,Notebook,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,6.500.000 đ
HP,Envy,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Trung Quốc,In trên bao bì,laptop,9.000.000 đ
Samsung,Galaxyboook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,3.500.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Xeon,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,laptop,8.900.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,4 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,1.900.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i3,32 GB,AMD,512 GB,Đang cập nhật,In trên bao bì,laptop,4.000.000 đ
Samsung,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Việt Nam,In trên bao bì,laptop,1.400.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,13.700.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i3,2 GB,Khác,128 GB,Việt Nam,In trên bao bì,laptop,1.200.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,16.900.000 đ
Microsoft,Surface Go,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,4.000.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Khác,2 GB,Khác,< 128 GB,Đang cập nhật,In trên bao bì,laptop,3.100.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,512 GB,Nước khác,In trên bao bì,laptop,12.000.000 đ
Asus,G Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,6 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,laptop,3.500.000 đ
Microsoft,Surface Pro 4,Mới,>12 tháng,13 - 14.9 inch,AMD,8 GB,AMD,256 GB,Mỹ,In trên bao bì,laptop,15.500.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core 2 Duo,4 GB,,320 GB,Đang cập nhật,In trên bao bì,laptop,1.200.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,6.499.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,16 GB,AMD,256 GB,Mỹ,In trên bao bì,laptop,14.500.000 đ
Acer,Swift,Mới,7-12 tháng,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,12.500.000 đ
Microsoft,Surface Laptop Studio,Mới,Bảo hành hãng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,31.000.000 đ
Apple,MacBook Pro M2 Touch Bar,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,22.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,11 - 12.9 inch,,,,,Mỹ,In trên bao bì,laptop,600.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i7,8 GB,Khác,1 TB,Đang cập nhật,In trên bao bì,laptop,2.899.000 đ
Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,11.800.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,9.500.000 đ
Dell,Precision Mobile Workstations,Mới,3 tháng,15 - 16.9 inch,Intel Xeon,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,laptop,10.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),>12 tháng,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,laptop,9.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,16 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,17.990.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,950.000 đ
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Việt Nam,In trên bao bì,laptop,19.000.000 đ
Asus,A series,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,11.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,5.600.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,laptop,4.200.000 đ
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Khác,16 GB,,512 GB,Việt Nam,In trên bao bì,laptop,26.000.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),7-12 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Khác,512 GB,Đang cập nhật,In trên bao bì,laptop,25.000.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,13.500.000 đ
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,13.000.000 đ
Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,12.990.000 đ
Asus,Dòng Khác,Mới,Còn bảo hành,13 - 14.9 inch,Intel Core i3,8 GB,NVIDIA,256 GB,Trung Quốc,In trên bao bì,laptop,7.500.000 đ
HP,Envy,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i5,8 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,1.800.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,5.200.000 đ
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i3,8 GB,Khác,500 GB,Nhật Bản,In trên bao bì,laptop,2.150.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Ryzen 5,8 GB,AMD,> 1 TB,Trung Quốc,In trên bao bì,laptop,6.500.000 đ
Asus,FX Series/ZX Series,Mới,Còn bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,laptop,15.500.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,3.590.000 đ
Hãng Khác,Dòng Khác,Mới,1 tháng,13 - 14.9 inch,Intel Core i7,,,256 GB,Trung Quốc,In trên bao bì,laptop,10.500.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Còn bảo hành,11 - 12.9 inch,Intel Core i7,8 GB,Khác,1 TB,Đang cập nhật,In trên bao bì,laptop,2.799.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,laptop,9.300.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,4.900.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,,500 GB,Đang cập nhật,In trên bao bì,laptop,1.600.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,laptop,4.200.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,3.200.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,< 128 GB,Đang cập nhật,In trên bao bì,laptop,3.900.000 đ
Microsoft,Dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Mỹ,In trên bao bì,laptop,20.999.999 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,,256 GB,Nhật Bản,In trên bao bì,laptop,6.500.000 đ
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Nhật Bản,In trên bao bì,laptop,9.268.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,4.800.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,5.900.000 đ
Dell,Latitude,Mới,7-12 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,11.300.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,3.600.000 đ
Apple,MacBook Pro,Mới,Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,,512 GB,Nhật Bản,In trên bao bì,laptop,14.500.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,128 GB,Trung Quốc,In trên bao bì,laptop,7.000.000 đ
HP,Notebook,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,8.000.000 đ
Dell,Vostro,Đã sử dụng (qua sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,,320 GB,Đang cập nhật,In trên bao bì,laptop,1.450.000 đ
Microsoft,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i7,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,7.000.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,3.700.000 đ
Microsoft,Surface Laptop Studio,Mới,Còn bảo hành,,,,,,Đang cập nhật,In trên bao bì,laptop,250.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,laptop,7.000.000 đ
Lenovo,Yoga,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,10.900.000 đ
HP,Dòng Khác,Mới,>12 tháng,11 - 12.9 inch,Khác,8 GB,Khác,640 GB,Đang cập nhật,In trên bao bì,laptop,8.000.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Đang cập nhật,In trên bao bì,laptop,11.000.000 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,17.000.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,laptop,8.900.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,AMD,4 GB,AMD,128 GB,Trung Quốc,In trên bao bì,laptop,3.500.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,7.500.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,6.000.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i3,8 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,3.200.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Đang cập nhật,In trên bao bì,laptop,2.000.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Trung Quốc,In trên bao bì,laptop,3.200.000 đ
Microsoft,Surface Laptop Studio,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,5.000.000 đ
Lenovo,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Pentium,4 GB,Onboard,128 GB,Trung Quốc,In trên bao bì,laptop,1.950.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,1.000.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,8 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,18.800.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,7.200.000 đ
Dell,XPS,Mới,Còn bảo hành,15 - 16.9 inch,Intel Core i9,> 32GB,NVIDIA,> 1 TB,Mỹ,In trên bao bì,laptop,71.000.000 đ
Dell,Inspiron,Đã sử dụng (qua sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Nhật Bản,In trên bao bì,laptop,17.000.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,7.300.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,5.300.000 đ
Dell,Precision,Mới,3 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,laptop,12.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,250 GB,Đang cập nhật,In trên bao bì,laptop,6.700.000 đ
Asus,VivoBook S Series,Mới,Còn bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,laptop,15.700.000 đ
Lenovo,Legion Y Series,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,AMD,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,19.000.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,laptop,14.700.000 đ
