,pc_brand,pc_model,elt_condition,elt_warranty (tháng),desktop_screen_size (inch),pc_cpu,pc_ram (GB),pc_vga,pc_drive_capacity (GB),elt_origin,classify,price
3562,Apple,MacBook,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,4.800.000 đ
3563,Acer,Aspire,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i3,8.0,Onboard,256,Mỹ,laptop,6.890.000 đ
3564,Dell,Inspiron,Mới,2,14,Intel Core i7,8.0,AMD,128,Trung Quốc,laptop,7.000.000 đ
3565,HP,Spectre,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,6.800.000 đ
3566,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,8.0,Onboard,128,Nước khác,laptop,2.500.000 đ
3567,Acer,Aspire,Mới,9,16,Ryzen 5,8.0,NVIDIA,512,Việt Nam,laptop,13.333.333 đ
3568,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,8.0,Onboard,128,Nước khác,laptop,2.850.000 đ
3569,Asus,FX Series/ZX Series,Mới,12,16,Intel Core i7,16.0,NVIDIA,512,Việt Nam,laptop,17.999.999 đ
3570,Dell,Vostro,Mới,1,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,6.399.999 đ
3571,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,2.900.000 đ
3572,Acer,Aspire,Đã sử dụng (chưa sửa chữa),2,16,Ryzen 5,8.0,AMD,512,Nước khác,laptop,9.200.000 đ
3573,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,16.0,Onboard,256,Nước khác,laptop,4.900.000 đ
3574,Asus,X Series,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,128,Nước khác,laptop,3.500.000 đ
3575,HP,ProBook,Đã sử dụng (qua sửa chữa),0,16,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,999.999 đ
3576,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,4.850.000 đ
3577,Dell,Latitude,Mới,1,14,Intel Core i5,16.0,Onboard,256,Mỹ,laptop,5.000.000 đ
3578,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,256,Việt Nam,laptop,7.450.000 đ
3579,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i5,4.0,Onboard,128,Nhật Bản,laptop,4.900.000 đ
3580,HP,Pavilion,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,4.000.000 đ
3581,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),5,14,Apple M1,16.0,Onboard,512,Nước khác,laptop,22.200.000 đ
3582,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i3,8.0,Onboard,512,Việt Nam,laptop,4.500.000 đ
3583,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,AMD,128,Việt Nam,laptop,1.200.000 đ
3584,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,NVIDIA,1500,Việt Nam,laptop,9.900.000 đ
3585,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,4.0,Onboard,500,Nước khác,laptop,1.800.000 đ
3586,HP,Notebook,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,Onboard,512,Việt Nam,laptop,7.999.000 đ
3587,HP,Pavilion,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.650.000 đ
3588,HP,Notebook,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i7,8.0,AMD,256,Việt Nam,laptop,5.900.000 đ
3589,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i3,8.0,Onboard,256,Việt Nam,laptop,6.500.000 đ
3590,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,5.200.000 đ
3591,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,4.890.000 đ
3592,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,12,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,5.900.000 đ
3593,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,NVIDIA,256,Mỹ,laptop,4.100.000 đ
3594,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,6.290.000 đ
3595,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,5.300.000 đ
3596,Asus,VivoBook S Series,Mới,1,16,Ryzen 5,16.0,NVIDIA,512,Việt Nam,laptop,18.200.000 đ
3597,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,7.500.000 đ
3598,Hãng Khác,Dòng khác,Mới,1,16,Intel Core i5,16.0,NVIDIA,512,Nước khác,laptop,13.500.000 đ
3599,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,6.900.000 đ
3600,MSI,GF Series,Mới,1,16,Ryzen 7,8.0,AMD,512,Nước khác,laptop,13.800.000 đ
3601,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i7,8.0,NVIDIA,128,Nước khác,laptop,6.800.000 đ
3602,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,128,Việt Nam,laptop,3.300.000 đ
3603,HP,ProBook,Mới,3,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,2.900.000 đ
3604,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,3.500.000 đ
3605,Apple,MacBook Pro M1 Touch Bar,Mới,0,14,Apple M1,8.0,Onboard,256,Nước khác,laptop,17.900.000 đ
3606,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Pentium,4.0,Onboard,500,Nước khác,laptop,1.300.000 đ
3607,Dell,XPS,Mới,3,14,Intel Core i7,8.0,Onboard,512,Mỹ,laptop,24.500.000 đ
3608,Dell,XPS,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,16.0,Onboard,512,Việt Nam,laptop,23.700.000 đ
3609,HP,Notebook,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,NVIDIA,256,Nước khác,laptop,7.500.000 đ
3610,Dell,Inspiron,Mới,9,16,Intel Core i7,64.0,Onboard,1000,Mỹ,laptop,18.900.000 đ
3611,Dell,Precision,Đã sử dụng (chưa sửa chữa),3,18,Intel Core i7,16.0,NVIDIA,256,Nước khác,laptop,8.400.000 đ
3612,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i9,16.0,NVIDIA,1000,Nước khác,laptop,31.600.000 đ
3613,Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,12.000.000 đ
3614,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,16.0,Onboard,512,Mỹ,laptop,10.500.000 đ
3615,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,2.500.000 đ
3616,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,16,AMD,16.0,NVIDIA,512,Nước khác,laptop,16.000.000 đ
3617,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),0,14,Apple M1,8.0,Onboard,256,Nước khác,laptop,15.000.000 đ
3618,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,512,Nước khác,laptop,8.500.000 đ
3619,Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,512,Trung Quốc,laptop,8.990.000 đ
3620,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Mỹ,laptop,5.400.000 đ
3621,Dell,Precision,Đã sử dụng (chưa sửa chữa),5,16,Intel Core i7,16.0,NVIDIA,512,Mỹ,laptop,8.900.000 đ
3622,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.000.000 đ
3623,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,4.0,Onboard,500,Trung Quốc,laptop,123.456 đ
3624,HP,Compaq,Đã sử dụng (chưa sửa chữa),1,14,Intel Core 2 Quad,4.0,Onboard,120,Việt Nam,laptop,750.000 đ
3625,Samsung,Galaxyboook,Đã sử dụng (chưa sửa chữa),0,14,AMD,8.0,Onboard,128,Nước khác,laptop,1.600.000 đ
3626,HP,Compaq,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i3,4.0,Onboard,128,Việt Nam,laptop,1.300.000 đ
3627,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,8.0,NVIDIA,256,Việt Nam,laptop,6.500.000 đ
3628,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),12,16,AMD,8.0,Onboard,512,Nước khác,laptop,8.000.000 đ
3629,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,16.0,NVIDIA,512,Nước khác,laptop,15.500.000 đ
3630,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,7.000.000 đ
3631,Lenovo,IdeaPad,Mới,0,14,Intel Core i5,8.0,Onboard,512,Trung Quốc,laptop,7.500.000 đ
3632,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,Onboard,128,Nước khác,laptop,1.800.000 đ
3633,Acer,Aspire,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,NVIDIA,256,Việt Nam,laptop,6.500.000 đ
3634,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i3,4.0,Onboard,512,Việt Nam,laptop,5.700.000 đ
3635,MSI,GF Series,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,8.0,NVIDIA,512,Việt Nam,laptop,10.500.000 đ
3636,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,3.800.000 đ
3637,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,NVIDIA,512,Nước khác,laptop,11.500.000 đ
3638,HP,ProBook,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Việt Nam,laptop,5.500.000 đ
3639,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,256,Nước khác,laptop,3.800.000 đ
3640,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,NVIDIA,512,Nước khác,laptop,20.999.999 đ
3641,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,512,Nước khác,laptop,10.990.000 đ
3642,Dell,Precision,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i7,8.0,NVIDIA,256,Mỹ,laptop,6.900.000 đ
3643,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i7,16.0,NVIDIA,512,Nước khác,laptop,24.600.000 đ
3644,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i7,16.0,Onboard,256,Nước khác,laptop,9.990.000 đ
3645,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core 2 Duo,4.0,Onboard,320,Nước khác,laptop,1.000.000 đ
3646,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,3.600.000 đ
3647,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,6.900.000 đ
3648,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,32.0,AMD,1000,Mỹ,laptop,14.500.000 đ
3649,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,128,Nhật Bản,laptop,1.750.000 đ
3650,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,7.590.000 đ
3651,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),12,16,Ryzen 9,16.0,NVIDIA,512,Nước khác,laptop,22.999.999 đ
3652,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,4.500.000 đ
3653,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,250,Mỹ,laptop,4.600.000 đ
3654,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,Onboard,128,Nước khác,laptop,2.200.000 đ
3655,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,NVIDIA,256,Mỹ,laptop,9.000.000 đ
3656,Hãng Khác,Dòng khác,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,3.800.000 đ
3657,Asus,X Series,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i3,8.0,Onboard,128,Việt Nam,laptop,2.200.000 đ
3658,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core 2 Duo,4.0,Onboard,128,Mỹ,laptop,800.000 đ
3659,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,14,Intel Core 2 Duo,4.0,Onboard,256,Mỹ,laptop,750.000 đ
3660,Microsoft,Surface Pro 7,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i7,16.0,Onboard,256,Mỹ,laptop,17.500.000 đ
3661,Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),5,14,Apple M1,16.0,Onboard,1000,Nước khác,laptop,26.800.000 đ
3662,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,1.390.000 đ
3663,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,5.650.000 đ
3664,Microsoft,Surface Book 2,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,256,Trung Quốc,laptop,12.000.000 đ
3665,Acer,Swift,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,Onboard,256,Nước khác,laptop,6.000.000 đ
3666,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,AMD,256,Nước khác,laptop,8.600.000 đ
3667,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.800.000 đ
3668,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,8.0,NVIDIA,256,Mỹ,laptop,6.000.000 đ
3669,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,2.400.000 đ
3670,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),3,14,Apple M1,8.0,Onboard,256,Việt Nam,laptop,15.500.000 đ
3671,Apple,MacBook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,128,Việt Nam,laptop,9.500.000 đ
3672,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i7,8.0,Onboard,256,Việt Nam,laptop,3.500.000 đ
3673,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,250,Nước khác,laptop,2.500.000 đ
3674,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,3.690.000 đ
3675,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.390.000 đ
3676,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i3,4.0,Onboard,320,Mỹ,laptop,580.000 đ
3677,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,6.0,Onboard,250,Nước khác,laptop,1.699.000 đ
3678,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Trung Quốc,laptop,1.000.000 đ
3679,Lenovo,IdeaPad,Đã sử dụng (qua sửa chữa),0,14,Intel Core i5,16.0,Onboard,250,Đài Loan,laptop,4.300.000 đ
3680,Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,4.0,Onboard,250,Nhật Bản,laptop,3.900.000 đ
3681,Acer,Aspire,Đã sử dụng (chưa sửa chữa),1,16,Ryzen 5,8.0,NVIDIA,256,Việt Nam,laptop,8.500.000 đ
3682,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,18,Intel Celeron,2.0,Onboard,500,Nhật Bản,laptop,2.000.000 đ
3683,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Atom,16.0,Onboard,512,Nước khác,laptop,6.789.100 đ
3684,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Mỹ,laptop,4.500.000 đ
3685,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,16.0,NVIDIA,256,Nước khác,laptop,9.000.000 đ
3686,Lenovo,ThinkPad,Mới,1,14,Intel Core i7,16.0,Onboard,256,Mỹ,laptop,5.500.000 đ
3687,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,Onboard,512,Việt Nam,laptop,7.500.000 đ
3688,Dell,XPS,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,1000,Mỹ,laptop,24.000.000 đ
3689,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,16,Intel Xeon,32.0,NVIDIA,512,Mỹ,laptop,17.000.000 đ
3690,Acer,Nitro 5,Mới,1,16,Ryzen 5,8.0,NVIDIA,512,Việt Nam,laptop,11.500.000 đ
3691,HP,ProBook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,NVIDIA,256,Nhật Bản,laptop,4.900.000 đ
3692,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,7.500.000 đ
3693,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,4.790.000 đ
3694,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,2.600.000 đ
3695,HP,OMEN,Mới,0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,7.500.000 đ
3696,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,128,Việt Nam,laptop,2.950.000 đ
3697,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,11.200.000 đ
3698,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,7.300.000 đ
3699,Dell,XPS,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,8.0,Onboard,256,Nhật Bản,laptop,5.900.000 đ
3700,Dell,XPS,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i7,16.0,Onboard,512,Mỹ,laptop,10.900.000 đ
3701,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,8.0,Onboard,512,Mỹ,laptop,7.900.000 đ
3702,HP,Pavilion,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,6.900.000 đ
3703,Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,16.0,Onboard,500,Nước khác,laptop,17.990.000 đ
3704,MSI,GF Series,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,8.0,NVIDIA,512,Việt Nam,laptop,14.700.000 đ
3705,Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i7,32.0,AMD,512,Nước khác,laptop,16.700.000 đ
3706,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,4.790.000 đ
3707,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,10.500.000 đ
3708,MSI,GF Series,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i5,8.0,Onboard,500,Nước khác,laptop,10.800.000 đ
3709,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Việt Nam,laptop,5.800.000 đ
3710,Asus,K Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,AMD,128,Nước khác,laptop,2.600.000 đ
3711,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,5.490.000 đ
3712,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,4.290.000 đ
3713,HP,ProBook,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,4.0,Onboard,128,Mỹ,laptop,2.500.000 đ
3714,Microsoft,Surface Pro 7,Đã sử dụng (chưa sửa chữa),5,12,Intel Core i7,16.0,Onboard,256,Nước khác,laptop,15.200.000 đ
3715,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,16.0,AMD,512,Mỹ,laptop,15.000.000 đ
3716,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),5,16,Ryzen 7,16.0,NVIDIA,1000,Nước khác,laptop,13.800.000 đ
3717,Asus,X Series,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,6.900.000 đ
3718,Acer,Aspire,Đã sử dụng (qua sửa chữa),0,14,Intel Core i3,6.0,NVIDIA,256,Nước khác,laptop,800.000 đ
3719,Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),0,16,Ryzen 7,16.0,NVIDIA,512,Nước khác,laptop,12.000.000 đ
3720,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,8.700.000 đ
3721,Dell,Alienware,Mới,1,18,Ryzen 7,16.0,NVIDIA,512,Mỹ,laptop,29.700.000 đ
3722,Asus,X Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,Onboard,120,Nước khác,laptop,1.600.000 đ
3723,Asus,A series,Đã sử dụng (chưa sửa chữa),0,14,Intel Celeron,4.0,Onboard,250,Nước khác,laptop,1.000.000 đ
3724,Microsoft,Surface Pro 8,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i7,16.0,Onboard,512,Mỹ,laptop,19.300.000 đ
3725,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,16.0,Onboard,256,Mỹ,laptop,15.400.000 đ
3726,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,Onboard,256,Nước khác,laptop,4.500.000 đ
3727,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,8.0,Onboard,120,Nước khác,laptop,2.500.000 đ
3728,Microsoft,Surface Pro 4,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,4.0,Onboard,128,Mỹ,laptop,4.000.000 đ
3729,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,16.0,Onboard,256,Mỹ,laptop,7.300.000 đ
3730,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,1000,Nước khác,laptop,1.800.000 đ
3731,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,Onboard,256,Nước khác,laptop,4.800.000 đ
3732,Apple,MacBook Air M2,Mới,5,14,Apple M2,8.0,Onboard,256,Nhật Bản,laptop,22.500.000 đ
3733,Hãng Khác,Dòng khác,Mới,0,16,Intel Core i5,8.0,Onboard,512,Nước khác,laptop,13.500.000 đ
3734,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,8.0,Onboard,512,Nước khác,laptop,8.500.000 đ
3735,Dell,Latitude,Đã sử dụng (qua sửa chữa),0,14,Intel Core i5,4.0,NVIDIA,256,Nước khác,laptop,1.800.000 đ
3736,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,AMD,128,Nước khác,laptop,4.700.000 đ
3737,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,4.0,Onboard,256,Nước khác,laptop,8.200.000 đ
3738,HP,Pavilion,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i7,8.0,NVIDIA,128,Nhật Bản,laptop,6.800.000 đ
3739,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,3.950.000 đ
3740,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,512,Nước khác,laptop,2.500.000 đ
3741,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,16.0,Onboard,512,Mỹ,laptop,9.990.000 đ
3742,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,16.0,AMD,512,Nước khác,laptop,13.900.000 đ
3743,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,500,Nước khác,laptop,1.500.000 đ
3744,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i5,16.0,Onboard,512,Mỹ,laptop,32.800.000 đ
3745,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,2.500.000 đ
3746,Hãng Khác,Dòng khác,Đã sử dụng (chưa sửa chữa),0,14,Intel Core 2 Duo,8.0,Onboard,256,Nước khác,laptop,500.000 đ
3747,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,7.000.000 đ
3748,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,14,Ryzen 5,16.0,AMD,256,Mỹ,laptop,10.590.000 đ
3749,Dell,Precision,Đã sử dụng (chưa sửa chữa),5,16,Intel Xeon,16.0,NVIDIA,512,Mỹ,laptop,8.900.000 đ
