,pc_brand,pc_model,elt_condition,elt_warranty (tháng),desktop_screen_size (inch),pc_cpu,pc_ram (GB),pc_vga,pc_drive_capacity (GB),elt_origin,classify,price (VND),pc_cpu_label
3482,4,99,1,3,16,10,8.0,1,128,1,1,4400000.0,2
3483,13,92,1,0,14,10,16.0,2,256,2,1,4900000.0,2
3484,1,47,1,3,16,10,16.0,0,256,3,1,14700000.0,2
3485,9,83,1,1,14,15,16.0,2,256,1,1,11500000.0,3
3486,3,36,0,1,14,10,16.0,2,256,1,1,6500000.0,2
3487,3,34,1,3,16,9,8.0,1,256,3,1,5200000.0,2
3488,3,36,1,5,14,10,16.0,1,256,1,1,6500000.0,2
3489,8,25,1,12,16,10,16.0,1,512,6,1,11999000.0,2
3490,0,3,1,1,12,12,4.0,2,128,6,1,3300000.0,2
3491,14,66,1,0,16,10,8.0,2,128,2,1,2600000.0,2
3492,3,34,1,0,16,8,16.0,2,250,6,1,3500000.0,2
3493,4,17,1,3,14,10,8.0,2,256,3,1,7300000.0,2
3494,1,42,1,0,14,9,16.0,2,512,6,1,14800000.0,2
3495,4,17,1,5,14,9,8.0,2,256,1,1,5990000.0,2
3496,7,33,1,0,14,8,8.0,2,256,6,1,5799999.0,2
3497,0,3,1,1,14,9,8.0,2,512,6,1,7900000.0,2
3498,3,36,1,3,14,10,8.0,1,256,3,1,6600000.0,2
3499,5,15,1,0,14,9,8.0,2,256,3,1,6300000.0,2
3500,5,15,1,0,14,9,8.0,2,256,3,1,4900000.0,2
3501,5,15,1,0,12,9,8.0,2,256,2,1,5200000.0,2
3502,0,3,1,0,16,9,4.0,2,128,3,1,4500000.0,2
3503,2,23,1,1,16,9,8.0,1,512,6,1,13900000.0,2
3504,3,34,1,9,16,8,8.0,2,256,3,1,4800000.0,2
3505,4,17,1,0,16,10,8.0,2,256,1,1,3000000.0,2
3506,3,34,1,1,16,9,8.0,1,128,6,1,5900000.0,2
3507,3,36,1,0,16,8,8.0,1,128,2,1,2500000.0,2
3508,4,17,1,3,14,9,8.0,2,256,1,1,4100000.0,2
3509,2,96,1,1,14,8,8.0,2,500,6,1,3500000.0,2
3510,7,88,1,0,14,9,8.0,2,128,2,1,4000000.0,2
3511,3,36,1,0,14,8,16.0,2,480,3,1,6000000.0,2
3512,3,36,2,0,14,9,8.0,2,256,1,1,1500000.0,2
3513,0,3,2,0,14,9,4.0,2,128,3,1,2500000.0,2
3514,4,17,1,0,14,9,8.0,2,256,3,1,5500000.0,2
3515,4,17,1,0,14,9,16.0,2,256,3,1,2000000.0,2
3516,1,42,1,1,16,10,16.0,1,250,1,1,4900000.0,2
3517,0,3,1,0,14,5,4.0,2,256,3,1,3690000.0,2
3518,13,92,1,0,14,9,8.0,2,128,3,1,1800000.0,2
3519,4,17,1,3,14,9,4.0,2,128,1,1,1500000.0,2
3520,14,56,1,0,14,8,8.0,2,256,3,1,1900000.0,2
3521,3,95,1,0,14,8,6.0,2,128,0,1,2800000.0,2
3522,1,47,1,1,16,10,16.0,0,256,1,1,18800000.0,2
3523,0,3,1,1,16,9,8.0,1,1500,6,1,5999000.0,2
3524,3,34,1,0,14,10,4.0,2,256,3,1,4900000.0,2
3525,1,39,2,0,14,9,8.0,2,128,6,1,5000000.0,2
3526,3,36,1,0,14,10,4.0,2,128,6,1,3560000.0,2
3527,1,39,1,0,14,9,8.0,2,128,0,1,5999999.0,2
3528,3,34,1,0,14,9,4.0,2,128,1,1,1500000.0,2
3529,9,80,1,0,12,9,16.0,2,256,3,1,15000000.0,2
3530,3,36,1,3,14,9,8.0,2,256,1,1,6300000.0,2
3531,4,18,1,5,14,10,16.0,2,512,3,1,22500000.0,2
3532,3,34,2,0,14,8,4.0,2,500,3,1,1950000.0,2
3533,2,35,1,0,16,8,8.0,1,256,6,1,1650000.0,2
3534,3,36,1,0,14,9,8.0,2,500,3,1,4200000.0,2
3535,3,57,1,3,16,14,16.0,1,512,1,1,14890000.0,2
3536,3,57,1,5,16,10,32.0,1,512,1,1,20200000.0,2
3537,3,34,1,1,16,9,4.0,2,128,4,1,1550000.0,2
3538,3,36,1,5,16,10,16.0,1,512,1,1,16700000.0,2
3539,2,1,1,1,16,9,4.0,1,128,4,1,2250000.0,2
3540,3,36,1,1,16,8,8.0,2,128,3,1,4200000.0,2
3541,3,57,1,5,16,10,16.0,1,512,1,1,19600000.0,2
3542,7,88,1,0,14,9,8.0,1,128,1,1,2000000.0,2
3543,3,97,1,5,14,10,16.0,2,512,1,1,17600000.0,2
3544,2,1,1,0,14,9,8.0,2,256,3,1,4500000.0,2
3545,4,17,1,0,14,5,4.0,2,128,3,1,1000000.0,2
3546,3,36,1,3,14,9,8.0,2,256,1,1,5600000.0,2
3547,4,17,1,0,14,9,8.0,2,500,1,1,2000000.0,2
3548,3,34,1,0,16,9,4.0,2,512,3,1,9000000.0,2
3549,3,36,1,0,14,9,8.0,2,256,2,1,6000000.0,2
3550,4,55,1,1,14,9,8.0,2,256,1,1,3000000.0,2
3551,4,60,1,0,14,0,4.0,1,128,3,1,1400000.0,0
3552,3,36,1,1,14,10,32.0,2,256,1,1,7000000.0,2
3553,7,88,0,1,16,11,16.0,1,1000,1,1,42800000.0,2
3554,10,10,1,0,14,8,8.0,2,250,3,1,2300000.0,2
3555,1,42,1,0,14,10,8.0,2,250,6,1,3500000.0,2
3556,2,94,1,0,14,9,4.0,2,120,2,1,1000000.0,2
3557,3,34,1,0,16,9,8.0,2,256,3,1,6990000.0,2
3558,1,45,1,0,14,2,8.0,2,256,3,1,27990000.0,1
3559,2,100,1,0,14,9,8.0,2,512,3,1,9000000.0,2
3560,4,17,1,1,16,8,8.0,2,256,3,1,4500000.0,2
3561,5,15,1,2,16,10,8.0,2,256,3,1,16000000.0,2
3562,1,38,1,1,12,9,8.0,2,256,1,1,4800000.0,2
3563,0,3,1,1,16,8,8.0,2,256,1,1,6890000.0,2
3564,3,34,0,2,14,10,8.0,0,128,5,1,7000000.0,2
3565,4,68,1,0,14,9,8.0,2,256,2,1,6800000.0,2
3566,3,34,1,0,16,8,8.0,2,128,3,1,2500000.0,2
3567,0,3,0,9,16,17,8.0,1,512,6,1,13333333.0,0
3568,7,33,1,0,14,8,8.0,2,128,3,1,2850000.0,2
3569,2,23,0,12,16,10,16.0,1,512,6,1,17999999.0,2
3570,3,95,0,1,14,9,8.0,2,256,1,1,6399999.0,2
3571,3,36,1,0,14,9,4.0,2,128,3,1,2900000.0,2
3572,0,3,1,2,16,17,8.0,0,512,3,1,9200000.0,0
3573,3,34,1,0,16,9,16.0,2,256,3,1,4900000.0,2
3574,2,96,1,0,16,9,8.0,1,128,3,1,3500000.0,2
3575,4,60,2,0,16,9,4.0,2,128,3,1,999999.0,2
3576,3,36,1,1,16,9,8.0,2,256,1,1,4850000.0,2
3577,3,36,0,1,14,9,16.0,2,256,1,1,5000000.0,2
3578,3,36,1,0,14,10,8.0,2,256,6,1,7450000.0,2
3579,1,39,1,5,14,9,4.0,2,128,2,1,4900000.0,2
3580,4,55,1,1,14,10,8.0,2,256,1,1,4000000.0,2
3581,1,40,1,5,14,1,16.0,2,512,3,1,22200000.0,1
3582,7,33,1,3,14,8,8.0,2,512,6,1,4500000.0,2
3583,3,34,1,0,14,9,8.0,0,128,6,1,1200000.0,2
3584,3,34,1,0,16,10,16.0,1,1500,6,1,9900000.0,2
3585,4,17,1,1,14,9,4.0,2,500,3,1,1800000.0,2
3586,4,51,1,3,16,9,8.0,2,512,6,1,7999000.0,2
3587,4,55,1,1,14,9,8.0,2,256,3,1,5650000.0,2
3588,4,51,1,1,16,10,8.0,0,256,6,1,5900000.0,2
3589,3,36,1,1,16,8,8.0,2,256,6,1,6500000.0,2
3590,3,36,1,1,14,9,8.0,2,256,1,1,5200000.0,2
3591,3,36,1,1,12,10,8.0,2,256,3,1,4890000.0,2
3592,3,36,1,3,12,10,8.0,2,256,3,1,5900000.0,2
3593,3,36,1,0,14,10,8.0,1,256,1,1,4100000.0,2
3594,3,36,1,0,14,10,8.0,2,256,3,1,6290000.0,2
3595,3,36,1,0,14,9,8.0,2,256,1,1,5300000.0,2
3596,2,94,0,1,16,17,16.0,1,512,6,1,18200000.0,0
3597,1,42,1,5,14,9,8.0,2,128,3,1,7500000.0,2
3598,5,15,0,1,16,9,16.0,1,512,3,1,13500000.0,2
3599,1,39,1,0,14,9,8.0,2,128,3,1,6900000.0,2
3600,8,25,0,1,16,18,8.0,0,512,3,1,13800000.0,0
3601,3,57,1,0,18,10,8.0,1,128,3,1,6800000.0,2
3602,7,88,1,0,12,9,8.0,2,128,6,1,3300000.0,2
3603,4,60,0,3,14,9,8.0,2,256,3,1,2900000.0,2
3604,3,34,1,0,14,9,4.0,2,128,3,1,3500000.0,2
3605,1,44,0,0,14,1,8.0,2,256,3,1,17900000.0,1
3606,7,33,1,0,14,12,4.0,2,500,3,1,1300000.0,2
3607,3,97,0,3,14,10,8.0,2,512,1,1,24500000.0,2
3608,3,97,1,3,14,10,16.0,2,512,6,1,23700000.0,2
3609,4,51,1,3,16,9,8.0,1,256,3,1,7500000.0,2
3610,3,34,0,9,16,10,64.0,2,1000,1,1,18900000.0,2
3611,3,57,1,3,18,10,16.0,1,256,3,1,8400000.0,2
3612,2,94,1,1,16,11,16.0,1,1000,3,1,31600000.0,2
3613,1,47,1,0,14,9,8.0,2,128,3,1,12000000.0,2
3614,3,36,1,0,16,9,16.0,2,512,1,1,10500000.0,2
3615,3,36,1,0,14,9,8.0,2,128,3,1,2500000.0,2
3616,2,94,1,1,16,0,16.0,1,512,3,1,16000000.0,0
3617,1,40,1,0,14,1,8.0,2,256,3,1,15000000.0,1
3618,2,94,1,0,14,9,8.0,2,512,3,1,8500000.0,2
3619,2,100,1,0,14,9,8.0,2,512,5,1,8990000.0,2
3620,1,39,1,0,14,9,8.0,2,128,1,1,5400000.0,2
3621,3,57,1,5,16,10,16.0,1,512,1,1,8900000.0,2
3622,7,88,1,1,12,9,8.0,2,256,3,1,5000000.0,2
3623,0,3,1,0,16,8,4.0,2,500,5,1,123456.0,2
3624,4,14,1,1,14,7,4.0,2,120,6,1,750000.0,2
3625,12,30,1,0,14,0,8.0,2,128,3,1,1600000.0,0
3626,4,14,1,3,14,8,4.0,2,128,6,1,1300000.0,2
3627,3,34,1,3,16,10,8.0,1,256,6,1,6500000.0,2
3628,7,33,1,12,16,0,8.0,2,512,3,1,8000000.0,0
3629,3,34,1,1,16,9,16.0,1,512,3,1,15500000.0,2
3630,3,36,1,3,16,10,8.0,2,256,1,1,7000000.0,2
3631,7,33,0,0,14,9,8.0,2,512,5,1,7500000.0,2
3632,2,94,1,0,14,8,4.0,2,128,3,1,1800000.0,2
3633,0,3,1,3,16,9,8.0,1,256,6,1,6500000.0,2
3634,2,94,1,1,16,8,4.0,2,512,6,1,5700000.0,2
3635,8,25,1,3,16,10,8.0,1,512,6,1,10500000.0,2
3636,7,88,1,0,14,9,8.0,2,256,3,1,3800000.0,2
3637,3,57,1,0,16,10,16.0,1,512,3,1,11500000.0,2
3638,4,60,1,3,14,9,8.0,2,256,6,1,5500000.0,2
3639,3,34,1,0,16,9,8.0,1,256,3,1,3800000.0,2
3640,7,88,1,0,16,10,16.0,1,512,3,1,20999999.0,2
3641,7,88,1,0,14,10,16.0,2,512,3,1,10990000.0,2
3642,3,57,1,1,16,10,8.0,1,256,1,1,6900000.0,2
3643,2,94,1,1,16,10,16.0,1,512,3,1,24600000.0,2
3644,3,36,1,0,12,10,16.0,2,256,3,1,9990000.0,2
3645,3,34,1,0,14,6,4.0,2,320,3,1,1000000.0,2
3646,3,36,1,0,14,9,8.0,2,256,3,1,3600000.0,2
3647,3,36,1,1,14,10,8.0,2,256,1,1,6900000.0,2
3648,1,42,1,3,16,10,32.0,0,1000,1,1,14500000.0,2
3649,7,88,1,0,12,9,8.0,2,128,2,1,1750000.0,2
3650,7,88,1,1,14,9,8.0,2,256,3,1,7590000.0,2
3651,2,94,1,12,16,19,16.0,1,512,3,1,22999999.0,0
3652,3,36,1,1,14,10,8.0,2,256,1,1,4500000.0,2
3653,3,36,1,0,14,10,16.0,2,250,1,1,4600000.0,2
3654,3,36,1,0,14,8,4.0,2,128,3,1,2200000.0,2
3655,7,88,1,0,14,9,8.0,1,256,1,1,9000000.0,2
3656,5,15,1,3,14,9,8.0,2,256,2,1,3800000.0,2
3657,2,96,1,1,14,8,8.0,2,128,6,1,2200000.0,2
3658,1,42,1,0,14,6,4.0,2,128,1,1,800000.0,2
3659,4,55,1,0,14,6,4.0,2,256,1,1,750000.0,2
3660,9,80,1,1,12,10,16.0,2,256,1,1,17500000.0,2
3661,1,44,1,5,14,1,16.0,2,1000,3,1,26800000.0,1
3662,4,55,1,0,14,9,8.0,2,256,3,1,1390000.0,2
3663,1,42,1,0,14,9,8.0,2,256,1,1,5650000.0,2
3664,9,73,1,0,14,10,16.0,2,256,5,1,12000000.0,2
3665,0,84,1,0,14,8,4.0,2,256,3,1,6000000.0,2
3666,1,42,1,0,16,10,16.0,0,256,3,1,8600000.0,2
3667,7,88,1,0,14,9,8.0,2,256,3,1,5800000.0,2
3668,3,36,1,3,16,10,8.0,1,256,1,1,6000000.0,2
3669,1,39,1,0,14,9,4.0,2,128,3,1,2400000.0,2
3670,1,40,1,3,14,1,8.0,2,256,6,1,15500000.0,1
3671,1,38,1,1,14,9,8.0,2,128,6,1,9500000.0,2
3672,4,17,1,1,12,10,8.0,2,256,6,1,3500000.0,2
3673,1,42,1,0,14,9,8.0,2,250,3,1,2500000.0,2
3674,4,17,1,1,12,9,8.0,2,256,2,1,3690000.0,2
3675,3,36,1,1,14,9,8.0,2,256,3,1,5390000.0,2
3676,7,33,1,1,14,8,4.0,2,320,1,1,580000.0,2
3677,3,36,1,0,14,9,6.0,2,250,3,1,1699000.0,2
3678,3,95,1,0,14,9,8.0,2,256,5,1,1000000.0,2
3679,7,33,2,0,14,9,16.0,2,250,7,1,4300000.0,2
3680,13,92,1,1,14,9,4.0,2,250,2,1,3900000.0,2
3681,0,3,1,1,16,17,8.0,1,256,6,1,8500000.0,0
3682,0,3,1,0,18,5,2.0,2,500,2,1,2000000.0,2
3683,3,36,1,0,14,4,16.0,2,512,3,1,6789100.0,2
3684,1,39,1,0,14,9,8.0,2,128,1,1,4500000.0,2
3685,0,50,1,0,14,9,16.0,1,256,3,1,9000000.0,2
3686,7,88,0,1,14,10,16.0,2,256,1,1,5500000.0,2
3687,7,33,1,3,16,9,8.0,2,512,6,1,7500000.0,2
3688,3,97,1,0,14,10,16.0,2,1000,1,1,24000000.0,2
3689,3,57,1,0,16,14,32.0,1,512,1,1,17000000.0,2
3690,0,50,0,1,16,17,8.0,1,512,6,1,11500000.0,0
3691,4,60,1,1,14,9,8.0,1,256,2,1,4900000.0,2
3692,1,39,1,3,14,9,8.0,2,128,3,1,7500000.0,2
3693,4,17,1,3,14,10,8.0,2,256,1,1,4790000.0,2
3694,3,36,1,0,14,9,4.0,2,128,3,1,2600000.0,2
3695,4,53,0,0,14,9,8.0,2,256,1,1,7500000.0,2
3696,7,88,1,0,12,9,8.0,2,128,6,1,2950000.0,2
3697,1,42,1,0,14,9,8.0,2,256,1,1,11200000.0,2
3698,7,88,1,1,14,10,8.0,2,256,1,1,7300000.0,2
3699,3,97,1,3,14,10,8.0,2,256,2,1,5900000.0,2
3700,3,97,1,5,14,10,16.0,2,512,1,1,10900000.0,2
3701,7,88,1,3,14,10,8.0,2,512,1,1,7900000.0,2
3702,4,55,1,3,16,10,8.0,2,256,1,1,6900000.0,2
3703,2,100,1,0,14,9,16.0,2,500,3,1,17990000.0,2
3704,8,25,1,0,16,10,8.0,1,512,6,1,14700000.0,2
3705,1,47,1,1,16,10,32.0,0,512,3,1,16700000.0,2
3706,4,17,1,3,16,9,8.0,2,256,1,1,4790000.0,2
3707,7,88,1,3,14,9,8.0,2,256,1,1,10500000.0,2
3708,8,25,1,5,14,9,8.0,2,500,3,1,10800000.0,2
3709,3,34,1,1,14,9,8.0,2,256,6,1,5800000.0,2
3710,2,35,1,0,14,10,8.0,0,128,3,1,2600000.0,2
3711,3,34,1,3,16,9,8.0,2,256,1,1,5490000.0,2
3712,4,17,1,1,12,9,8.0,2,256,3,1,4290000.0,2
3713,4,60,1,3,16,9,4.0,2,128,1,1,2500000.0,2
3714,9,80,1,5,12,10,16.0,2,256,3,1,15200000.0,2
3715,1,42,1,3,16,10,16.0,0,512,1,1,15000000.0,2
3716,2,23,1,5,16,18,16.0,1,1000,3,1,13800000.0,0
3717,2,96,1,3,14,9,8.0,2,256,1,1,6900000.0,2
3718,0,3,2,0,14,8,6.0,1,256,3,1,800000.0,2
3719,2,85,1,0,16,18,16.0,1,512,3,1,12000000.0,0
3720,1,40,1,0,14,9,8.0,2,256,3,1,8700000.0,2
3721,3,2,0,1,18,18,16.0,1,512,1,1,29700000.0,0
3722,2,96,1,0,14,8,4.0,2,120,3,1,1600000.0,2
3723,2,0,1,0,14,5,4.0,2,250,3,1,1000000.0,2
3724,9,81,1,1,12,10,16.0,2,512,1,1,19300000.0,2
3725,3,36,1,3,14,10,16.0,2,256,1,1,15400000.0,2
3726,4,17,1,0,14,8,4.0,2,256,3,1,4500000.0,2
3727,3,95,1,0,14,8,8.0,2,120,3,1,2500000.0,2
3728,9,77,1,0,12,9,4.0,2,128,1,1,4000000.0,2
3729,3,36,1,1,14,9,16.0,2,256,1,1,7300000.0,2
3730,1,42,1,0,14,9,8.0,2,1000,3,1,1800000.0,2
3731,1,42,1,0,16,10,16.0,2,256,3,1,4800000.0,2
3732,1,41,0,5,14,2,8.0,2,256,2,1,22500000.0,1
3733,5,15,0,0,16,9,8.0,2,512,3,1,13500000.0,2
3734,4,17,1,1,14,10,8.0,2,512,3,1,8500000.0,2
3735,3,36,2,0,14,9,4.0,1,256,3,1,1800000.0,2
3736,3,34,1,0,14,9,8.0,0,128,3,1,4700000.0,2
3737,4,55,1,0,16,8,4.0,2,256,3,1,8200000.0,2
3738,4,55,1,1,16,10,8.0,1,128,2,1,6800000.0,2
3739,3,36,1,0,16,9,8.0,2,256,1,1,3950000.0,2
3740,3,36,1,0,14,9,8.0,2,512,3,1,2500000.0,2
3741,3,36,1,3,14,10,16.0,2,512,1,1,9990000.0,2
3742,7,88,1,1,14,9,16.0,0,512,3,1,13900000.0,2
3743,1,42,1,0,14,9,4.0,2,500,3,1,1500000.0,2
3744,1,42,1,5,14,9,16.0,2,512,1,1,32800000.0,2
3745,3,34,1,0,14,9,4.0,2,128,3,1,2500000.0,2
3746,5,15,1,0,14,6,8.0,2,256,3,1,500000.0,2
3747,3,34,1,0,18,9,8.0,2,256,1,1,7000000.0,2
3748,7,88,1,3,14,17,16.0,0,256,1,1,10590000.0,0
3749,3,57,1,5,16,14,16.0,1,512,1,1,8900000.0,2
3750,0,3,1,0,14,8,8.0,2,128,3,1,2800000.0,2
3751,1,42,1,0,14,10,8.0,2,512,3,1,6990000.0,2
3752,3,36,1,3,14,9,16.0,2,512,1,1,11200000.0,2
3753,4,17,1,3,14,17,16.0,2,256,1,1,8900000.0,0
3754,11,7,1,3,16,10,16.0,1,1000,1,1,18500000.0,2
3755,7,88,1,1,14,10,8.0,2,256,3,1,5500000.0,2
3756,3,36,1,0,14,9,4.0,2,500,1,1,1550000.0,2
3757,2,96,1,0,14,9,4.0,1,128,7,1,2500000.0,2
3758,3,34,1,0,16,9,4.0,1,128,1,1,4500000.0,2
3759,4,55,1,3,16,9,16.0,2,512,1,1,7790000.0,2
3760,1,47,1,0,12,9,16.0,2,256,2,1,12500000.0,2
3761,7,33,1,0,12,12,8.0,2,256,6,1,3500000.0,2
3762,5,15,1,1,16,10,16.0,1,1000,1,1,19500000.0,2
3763,1,45,0,9,14,2,8.0,2,256,3,1,28400000.0,1
3764,1,39,0,9,14,9,8.0,2,256,3,1,18600000.0,2
3765,0,3,1,3,16,9,8.0,2,256,1,1,6900000.0,2
3766,7,87,1,1,14,9,8.0,2,256,3,1,5500000.0,2
3767,1,47,1,1,14,10,16.0,2,256,3,1,13900000.0,2
3768,2,94,1,1,12,5,2.0,2,256,7,1,850000.0,2
3769,0,50,1,3,16,9,16.0,1,512,3,1,14500000.0,2
3770,2,0,1,9,16,18,8.0,0,512,6,1,8800000.0,0
3771,9,74,1,1,12,9,8.0,2,256,1,1,10800000.0,2
3772,2,100,1,0,14,9,8.0,2,1500,5,1,3500000.0,2
3773,3,36,1,2,14,10,8.0,2,256,5,1,6350000.0,2
3774,5,15,1,0,14,8,4.0,2,128,3,1,2800000.0,2
3775,9,70,1,3,14,10,16.0,2,512,1,1,12900000.0,2
3776,7,37,2,0,14,10,16.0,1,640,6,1,10000000.0,2
3777,11,7,1,5,16,10,16.0,1,256,3,1,15800000.0,2
3778,2,100,1,3,14,10,16.0,2,512,6,1,14800000.0,2
3779,1,39,1,0,14,9,8.0,2,128,3,1,7000000.0,2
3780,3,36,1,2,12,10,8.0,2,256,5,1,5350000.0,2
3781,1,40,1,0,14,1,8.0,2,256,3,1,14950000.0,1
3782,1,40,1,12,14,10,8.0,2,512,3,1,17500000.0,2
3783,3,34,1,3,16,9,8.0,2,256,6,1,8500000.0,2
3784,1,42,1,0,16,10,16.0,2,256,3,1,7555000.0,2
3785,1,40,1,2,14,1,8.0,2,512,6,1,15500000.0,1
3786,3,36,1,1,12,10,8.0,2,256,1,1,5000000.0,2
3787,4,99,1,3,16,9,16.0,2,256,3,1,8500000.0,2
3788,7,33,1,0,16,0,8.0,0,256,5,1,10000000.0,0
3789,3,36,1,0,14,9,8.0,2,256,3,1,4400000.0,2
3790,5,15,1,0,16,9,4.0,2,120,3,1,1650000.0,2
3791,0,3,1,0,14,9,8.0,2,256,3,1,8000000.0,2
3792,5,15,1,0,16,12,4.0,2,128,3,1,1300000.0,2
3793,9,78,1,0,12,9,8.0,2,256,3,1,6500000.0,2
3794,4,17,1,3,12,9,8.0,2,256,1,1,3900000.0,2
3795,5,15,0,1,12,8,4.0,2,128,6,1,2390000.0,2
3796,3,36,1,0,14,9,8.0,2,128,3,1,2700000.0,2
3797,4,55,1,3,14,8,8.0,2,256,3,1,5900000.0,2
3798,8,48,1,9,14,8,8.0,2,256,6,1,6890000.0,2
3799,5,15,1,1,14,5,4.0,2,256,3,1,3000000.0,2
3800,2,96,1,0,16,8,6.0,2,128,3,1,2200000.0,2
3801,3,36,1,1,14,9,8.0,2,128,3,1,2400000.0,2
3802,3,36,1,0,14,10,8.0,2,256,3,1,5600000.0,2
3803,3,57,1,1,16,10,8.0,2,256,1,1,8500000.0,2
3804,12,30,1,0,14,8,4.0,2,256,0,1,4000000.0,2
3805,1,42,1,0,14,9,8.0,2,128,3,1,2500000.0,2
3806,13,92,1,0,16,9,8.0,2,128,6,1,2200000.0,2
3807,1,44,1,0,14,1,8.0,2,256,6,1,17000000.0,1
3808,4,14,1,0,14,6,2.0,2,320,3,1,400000.0,2
3809,1,42,1,0,14,10,16.0,2,256,3,1,12500000.0,2
3810,2,35,1,0,14,8,4.0,2,128,3,1,1700000.0,2
3811,2,85,1,3,18,18,16.0,1,512,6,1,14900000.0,0
3812,3,36,1,3,14,10,8.0,2,128,3,1,4600000.0,2
3813,3,36,1,1,14,8,8.0,2,128,3,1,2800000.0,2
3814,3,57,1,1,18,14,64.0,1,1000,1,1,17500000.0,2
3815,3,97,1,0,14,9,8.0,2,512,3,1,7000000.0,2
3816,4,60,0,1,14,8,8.0,2,128,3,1,2900000.0,2
3817,7,88,1,0,14,9,16.0,1,256,1,1,5600000.0,2
3818,1,41,1,9,14,2,8.0,2,256,6,1,21500000.0,1
3819,3,36,1,1,14,9,8.0,2,128,3,1,2800000.0,2
3820,3,34,1,1,16,18,16.0,0,256,2,1,11000000.0,0
3821,3,97,1,0,14,10,32.0,2,512,3,1,26000000.0,2
3822,0,50,0,0,14,9,16.0,1,512,3,1,15500000.0,2
3823,3,36,1,0,12,10,8.0,2,256,2,1,4000000.0,2
3824,1,41,1,0,14,2,8.0,2,256,3,1,20000000.0,1
3825,2,94,1,5,14,10,16.0,2,512,6,1,14900000.0,2
3826,4,17,1,0,14,9,16.0,2,256,1,1,8900000.0,2
3827,3,97,0,3,14,9,16.0,2,256,1,1,7900000.0,2
3828,1,39,1,0,12,9,4.0,2,256,1,1,3500000.0,2
3829,4,60,1,0,16,9,8.0,2,128,3,1,2000000.0,2
3830,1,40,1,3,14,1,8.0,2,256,1,1,15200000.0,1
3831,1,40,1,3,14,1,8.0,2,256,2,1,13900000.0,1
3832,1,42,1,1,14,9,8.0,2,256,6,1,13900000.0,2
3833,3,36,1,3,16,10,8.0,0,256,1,1,5600000.0,2
3834,4,17,1,0,14,10,6.0,0,256,3,1,5000000.0,2
3835,2,96,1,0,14,8,8.0,2,256,6,1,2500000.0,2
3836,7,88,1,5,14,9,16.0,2,256,6,1,16500000.0,2
3837,1,47,1,0,16,10,32.0,2,512,3,1,19500000.0,2
3838,7,37,0,1,16,11,32.0,1,1000,1,1,58990000.0,2
3839,3,34,1,0,16,9,8.0,1,256,3,1,4450000.0,2
3840,1,47,1,0,16,11,16.0,0,1000,1,1,17900000.0,2
3841,4,55,1,0,16,10,16.0,0,128,2,1,7300000.0,2
3842,3,58,1,1,16,10,32.0,2,512,3,1,25000000.0,2
3843,4,17,1,0,16,9,8.0,2,128,3,1,3500000.0,2
3844,2,94,1,0,14,9,8.0,2,512,3,1,8490000.0,2
3845,1,42,1,0,14,9,8.0,2,256,3,1,7700000.0,2
3846,1,47,1,3,14,9,8.0,2,256,1,1,9990000.0,2
3847,3,36,1,3,14,9,4.0,2,128,3,1,4200000.0,2
3848,2,94,1,0,16,10,8.0,1,512,6,1,12900000.0,2
3849,4,17,1,0,14,8,6.0,2,500,2,1,1200000.0,2
3850,1,42,1,1,16,11,64.0,2,1000,3,1,25000000.0,2
3851,9,79,1,1,12,9,8.0,2,128,3,1,3499000.0,2
3852,1,44,1,0,14,1,8.0,2,256,3,1,16700000.0,1
3853,3,36,1,3,16,9,8.0,2,256,1,1,5300000.0,2
3854,3,34,1,3,14,10,16.0,1,256,3,1,9500000.0,2
3855,3,36,1,0,16,9,8.0,2,256,1,1,3900000.0,2
3856,3,57,1,1,18,10,8.0,0,128,3,1,5000000.0,2
3857,4,51,1,1,14,9,8.0,2,256,6,1,6500000.0,2
3858,4,18,1,0,14,9,8.0,2,256,5,1,9000000.0,2
3859,3,57,1,3,16,14,8.0,1,256,3,1,8900000.0,2
3860,1,39,1,0,14,9,4.0,2,128,3,1,1900000.0,2
3861,0,3,1,0,16,8,32.0,0,512,3,1,4000000.0,2
3862,12,30,1,0,14,9,4.0,2,320,6,1,1400000.0,2
3863,1,40,1,0,14,1,8.0,2,256,3,1,13700000.0,1
3864,0,3,1,0,14,8,2.0,2,128,6,1,1200000.0,2
3865,1,42,1,3,14,10,16.0,2,512,1,1,16900000.0,2
3866,1,39,1,0,14,9,2.0,2,120,3,1,3100000.0,2
3867,1,39,1,3,14,9,8.0,2,512,3,1,12000000.0,2
3868,2,24,1,0,16,9,6.0,1,256,3,1,3500000.0,2
3869,9,77,0,12,14,0,8.0,0,256,1,1,15500000.0,0
3870,3,34,1,0,14,6,4.0,2,320,3,1,1200000.0,2
3871,3,34,1,0,14,9,8.0,2,256,3,1,6499000.0,2
3872,1,42,1,3,16,10,16.0,0,256,1,1,14500000.0,2
3873,0,84,0,9,14,10,8.0,2,512,1,1,12500000.0,2
3874,9,75,0,0,14,10,16.0,2,512,1,1,31000000.0,2
3875,1,46,1,0,14,2,8.0,2,256,3,1,22000000.0,1
3876,1,39,1,1,14,10,8.0,2,1000,3,1,2899000.0,2
3877,13,92,1,3,14,9,16.0,2,512,1,1,11800000.0,2
